"acquisition_date","acquisition_mileage","at_fault_flag","average_idle_hours","average_mpg","cargo_damage_cost","cdl_class","city","claim_amount","date_of_birth","description","dock_doors","downtime_hours","driver_id","employment_status","facility_id","facility_location","facility_name","facility_type","first_name","fuel_type","hire_date","home_terminal","incident_date","incident_id","incident_type","injury_flag","labor_cost","labor_hours","last_name","latitude","license_number","license_state","location_city","location_state","longitude","maintenance_date","maintenance_id","maintenance_type","make","model_year","month","odometer_reading","on_time_delivery_rate","operating_hours","parts_cost","preventable_flag","service_description","state","status","tank_capacity_gallons","termination_date","total_cost","total_fuel_gallons","total_miles","total_revenue","trip_id","trips_completed","truck_id","unit_number","vehicle_damage_cost","vin","years_experience"
NA,NA,NA,7.2,6.35,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-01",NA,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,5759.9,36406,77780.71,NA,23,NA,NA,NA,NA,NA
NA,NA,NA,6.5,6.65,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-10-01",NA,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,5454.7,36052,80835.18,NA,21,NA,NA,NA,NA,NA
NA,NA,NA,7.3,6.3,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-11-01",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6582.6,41078,93248.76,NA,30,NA,NA,NA,NA,NA
NA,NA,NA,7.2,6.3,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-12-01",NA,0.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,2410.9,15251,31229.01,NA,12,NA,NA,NA,NA,NA
NA,NA,NA,7.2,6.76,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-01-01",NA,0.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,3391.4,22902,46775.21,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,6.4,6.6,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-02-01",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4670.8,30107,64256.72,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,7.3,6.51,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-03-01",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3511,22206,44140.43,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,7,6.34,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-04-01",NA,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,3827.7,24134,54282.4,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,7.1,6.28,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-05-01",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5653,34900,76075.88,NA,22,NA,NA,NA,NA,NA
NA,NA,NA,9,6.4,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-06-01",NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,3914.7,25009,52863.89,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,7.2,6.42,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-07-01",NA,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,6964.1,44393,91444.84,NA,28,NA,NA,NA,NA,NA
NA,NA,NA,6.6,6.59,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-08-01",NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,5405.1,35451,71579.05,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,8.1,6.44,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-01",NA,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,2587.6,16628,34274.54,NA,13,NA,NA,NA,NA,NA
NA,NA,NA,6.4,6.62,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-01",NA,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,5867.7,39316,87697.93,NA,29,NA,NA,NA,NA,NA
NA,NA,NA,7.4,6.45,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-01",NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,3147.5,19933,42620.57,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,7.8,6.61,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-01",NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,4580,30153,61179.98,NA,22,NA,NA,NA,NA,NA
NA,NA,NA,7.3,6.67,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-01-01",NA,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,4449.4,30226,66310.56,NA,22,NA,NA,NA,NA,NA
NA,NA,NA,6.5,6.33,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-02-01",NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2993.1,19008,36498.46,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,6.4,6.51,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-01",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5456.5,35016,70668.62,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,5.4,6.72,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-01",NA,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,5243.3,34400,75443.53,NA,23,NA,NA,NA,NA,NA
NA,NA,NA,6.7,6.76,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-01",NA,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,2731,18439,40058.12,NA,13,NA,NA,NA,NA,NA
NA,NA,NA,6.6,6.4,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-06-01",NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,2258.8,14616,31045.81,NA,14,NA,NA,NA,NA,NA
NA,NA,NA,7.4,6.61,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-07-01",NA,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,3997.8,26074,54371.31,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,7.2,6.56,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-08-01",NA,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,4680.1,30157,65706.68,NA,21,NA,NA,NA,NA,NA
NA,NA,NA,7.1,6.34,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-09-01",NA,0.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,3233.6,20909,46573.92,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,6.7,6.39,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-01",NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2899.1,18553,37328.6,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,6.4,6.65,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-11-01",NA,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,4186.5,27274,57874.19,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,6.9,6.39,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-12-01",NA,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,5289.8,34052,70616.84,NA,23,NA,NA,NA,NA,NA
NA,NA,NA,7.5,6.72,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-01-01",NA,0.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,5404.5,35709,78708.1,NA,21,NA,NA,NA,NA,NA
NA,NA,NA,7.6,6.52,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-02-01",NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,4736.3,30002,73122.74,NA,23,NA,NA,NA,NA,NA
NA,NA,NA,6.7,6.65,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-03-01",NA,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,4142.8,26774,57638.37,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,7.2,6.53,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-04-01",NA,0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,2341.8,15227,30291.52,NA,9,NA,NA,NA,NA,NA
NA,NA,NA,8.1,6.56,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-05-01",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2686.1,17585,37582.96,NA,14,NA,NA,NA,NA,NA
NA,NA,NA,7.1,6.7,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-06-01",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3882.6,25539,57650.66,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,8.7,6.58,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-01",NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,3100.8,20031,42216.56,NA,12,NA,NA,NA,NA,NA
NA,NA,NA,6.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,1456.2,9212,17721.7,NA,9,NA,NA,NA,NA,NA
NA,NA,NA,7.6,6.46,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-01",NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,5507.9,35029,79844.3,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,7.2,6.51,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-10-01",NA,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,6252,39775,79504.01,NA,23,NA,NA,NA,NA,NA
NA,NA,NA,7.3,6.43,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-11-01",NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,5074.5,31708,60977.3,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,6.9,6.55,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-12-01",NA,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,3937.6,25579,55497.21,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,7,6.5,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-01-01",NA,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,3799.2,24540,52934.03,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,7.8,6.85,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-02-01",NA,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,3421.9,23299,51976.07,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,6.6,6.52,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-03-01",NA,0.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,4284.1,27046,58208.01,NA,21,NA,NA,NA,NA,NA
NA,NA,NA,6.1,6.61,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-04-01",NA,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,5134,33757,75943.38,NA,24,NA,NA,NA,NA,NA
NA,NA,NA,7.9,6.57,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-05-01",NA,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,5463.5,36361,82244.47,NA,26,NA,NA,NA,NA,NA
NA,NA,NA,7.4,6.38,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-06-01",NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,3311.2,21252,44270.95,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,6.7,6.42,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-07-01",NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,3468.9,22328,45473.47,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,7.7,6.58,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-08-01",NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.7,48066,105809.17,NA,27,NA,NA,NA,NA,NA
NA,NA,NA,6.6,6.59,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-01",NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,4762.5,31667,67138.9,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,7.1,6.29,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-01",NA,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,3086.5,19205,42378.38,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,6.8,6.7,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-01",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5255.9,34883,81183.29,NA,24,NA,NA,NA,NA,NA
NA,NA,NA,7.1,6.65,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-01",NA,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,4096.4,27297,65714.26,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,6.7,6.44,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-01-01",NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,5093.7,32596,68534.86,NA,24,NA,NA,NA,NA,NA
NA,NA,NA,7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-02-01",NA,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,4565.6,30407,57323.38,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,6.5,6.56,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-01",NA,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,2906.4,18600,38132.03,NA,21,NA,NA,NA,NA,NA
NA,NA,NA,6.7,6.72,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-01",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4047.9,26719,52865.44,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,8.9,6.54,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-01",NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,3888.7,25192,55345.22,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,7.6,6.54,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-06-01",NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.4,27411,54512.51,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,7.3,6.43,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-07-01",NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3174,19826,39179.51,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,6.5,6.2,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-08-01",NA,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,3026.4,18949,39965.69,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,7.4,6.32,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-09-01",NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,5464.3,34027,71963.4,NA,27,NA,NA,NA,NA,NA
NA,NA,NA,6.9,6.35,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-01",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2859.8,18032,35158.86,NA,16,NA,NA,NA,NA,NA
NA,NA,NA,5.4,6.41,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-11-01",NA,0.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,3608.8,22907,45522.3,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,6.7,6.36,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-12-01",NA,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,3811.8,24336,50288.93,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,7.3,6.28,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-01-01",NA,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,4651.8,28822,61287.32,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,6.7,6.3,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-02-01",NA,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,3906,24597,55830.21,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,8.2,6.72,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-03-01",NA,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,4485.5,29974,65809.23,NA,22,NA,NA,NA,NA,NA
